% f_log(GV/m) T(K) deltaE(eV)
1.29163418 832.1 -0.02993996
1.29163418 838.1 -0.02788114
1.29163418 844.1 -0.02579844
1.29163418 850.2 -0.02369159
1.29163418 856.2 -0.02156035
1.29163418 862.2 -0.01940445
1.29163418 868.2 -0.01722363
1.29163418 874.2 -0.01501761
1.29163418 880.3 -0.01278613
1.29163418 886.3 -0.01052889
1.29163418 892.3 -0.00824563
1.29163418 898.3 -0.00593605
1.29163418 904.3 -0.00359986
1.29163418 910.4 -0.00123676
1.29163418 916.4 0.00115355
1.29163418 922.4 0.00357137
1.29163418 928.4 0.00601702
1.29163418 934.4 0.00849081
1.29163418 940.5 0.01099305
1.29163418 946.5 0.01352408
1.29163418 952.5 0.01608423
1.29163418 958.5 0.01867383
1.29163418 964.5 0.02129321
1.29163418 970.6 0.02394273
1.29163418 976.6 0.02662273
1.29163418 982.6 0.02933356
1.29163418 988.6 0.03207558
1.29163418 994.6 0.03484917
1.29163418 1000.7 0.03765467
1.29163418 1006.7 0.04049248
1.29163418 1012.7 0.04336297
1.29163418 1018.7 0.04626651
1.29163418 1024.7 0.04920350
1.29163418 1030.8 0.05217433
1.29163418 1036.8 0.05517940
1.29163418 1042.8 0.05821911
1.29163418 1048.8 0.06129386
1.29163418 1054.8 0.06440407
1.29163418 1060.9 0.06755015
1.29163418 1066.9 0.07073253
1.29163418 1072.9 0.07395162
1.29163418 1078.9 0.07720785
1.29163418 1084.9 0.08050167
1.29163418 1091.0 0.08383349
1.29163418 1097.0 0.08720378
1.29163418 1103.0 0.09061295
1.29163418 1109.0 0.09406148
1.29163418 1115.1 0.09754980
1.29163418 1121.1 0.10107837
1.29163418 1127.1 0.10464765
1.29163418 1133.1 0.10825809
1.29163418 1139.1 0.11191017
1.29163418 1145.2 0.11560434
1.29163418 1151.2 0.11934106
1.29163418 1157.2 0.12312082
1.29163418 1163.2 0.12694407
1.29163418 1169.2 0.13081129
1.29163418 1175.3 0.13472296
1.29163418 1181.3 0.13867953
1.29163418 1187.3 0.14268149
1.29163418 1193.3 0.14672931
1.29163418 1199.3 0.15082346
1.29163418 1205.4 0.15496441
1.29163418 1211.4 0.15915263
1.29163418 1217.4 0.16338858
1.29163418 1223.4 0.16767273
1.29163418 1229.4 0.17200555
1.29163418 1235.5 0.17638750
1.29163418 1241.5 0.18081902
1.29163418 1247.5 0.18530058
1.29163418 1253.5 0.18983261
1.29163418 1259.5 0.19441556
1.29163418 1265.6 0.19904987
1.29163418 1271.6 0.20373596
1.29163418 1277.6 0.20847426
1.29163418 1283.6 0.21326518
1.29163418 1289.6 0.21810912
1.29163418 1295.7 0.22300649
1.29163418 1301.7 0.22795768
1.29163418 1307.7 0.23296305
1.29163418 1313.7 0.23802298
1.29163418 1319.7 0.24313782
1.29163418 1325.8 0.24830791
1.29163418 1331.8 0.25353360
1.29163418 1337.8 0.25881518
1.29163418 1343.8 0.26415297
1.29163418 1349.8 0.26954725
1.29163418 1355.9 0.27499830
1.29163418 1361.9 0.28050637
1.29163418 1367.9 0.28607170
1.29163418 1373.9 0.29169450
1.29163418 1379.9 0.29737499
1.29163418 1386.0 0.30311335
1.29163418 1392.0 0.30890973
1.29163418 1398.0 0.31476428
1.29163418 1404.0 0.32067713
1.29163418 1410.0 0.32664836
1.29163418 1416.1 0.33267807
1.29163418 1422.1 0.33876630
1.29163418 1428.1 0.34491308
1.29163418 1434.1 0.35111843
1.29163418 1440.1 0.35738231
1.29163418 1446.2 0.36370469
1.29163418 1452.2 0.37008549
1.29163418 1458.2 0.37652462
1.29163418 1464.2 0.38302195
1.29163418 1470.2 0.38957733
1.29163418 1476.3 0.39619058
1.29163418 1482.3 0.40286150
1.29163418 1488.3 0.40958984
1.29163418 1494.3 0.41637534
1.29163418 1500.3 0.42321771
1.29163418 1506.4 0.43011661
1.29163418 1512.4 0.43707170
1.29163418 1518.4 0.44408260
1.29163418 1524.4 0.45114887
1.29163418 1530.4 0.45827009
1.29163418 1536.5 0.46544578
1.29163418 1542.5 0.47267542
1.29163418 1548.5 0.47995849
1.29163418 1554.5 0.48729441
1.29163418 1560.5 0.49468260
1.29163418 1566.6 0.50212242
1.29163418 1572.6 0.50961322
1.29163418 1578.6 0.51715432
1.29163418 1584.6 0.52474499
1.29163418 1590.6 0.53238450
1.29163418 1596.7 0.54007208
1.29163418 1602.7 0.54780691
1.29163418 1608.7 0.55558818
1.29163418 1614.7 0.56341504
1.29163418 1620.7 0.57128659
1.29163418 1626.8 0.57920194
1.29163418 1632.8 0.58716014
1.29163418 1638.8 0.59516025
1.29163418 1644.8 0.60320127
1.29163418 1650.8 0.61128222
1.29163418 1656.9 0.61940206
1.29163418 1662.9 0.62755973
1.29163418 1668.9 0.63575418
1.29163418 1674.9 0.64398432
1.29163418 1680.9 0.65224903
1.29163418 1687.0 0.66054719
1.29163418 1693.0 0.66887765
1.29163418 1699.0 0.67723927
1.29163418 1705.0 0.68563086
1.29163418 1711.0 0.69405124
1.29163418 1717.1 0.70249920
1.29163418 1723.1 0.71097353
1.29163418 1729.1 0.71947301
1.29163418 1735.1 0.72799641
1.29163418 1741.1 0.73654248
1.29163418 1747.2 0.74510997
1.29163418 1753.2 0.75369762
1.29163418 1759.2 0.76230417
1.29163418 1765.2 0.77092836
1.29163418 1771.2 0.77956892
1.29163418 1777.3 0.78822457
1.29163418 1783.3 0.79689404
1.29163418 1789.3 0.80557605
1.29163418 1795.3 0.81426934
1.29163418 1801.3 0.82297263
1.29163418 1807.4 0.83168465
1.29163418 1813.4 0.84040415
1.29163418 1819.4 0.84912986
1.29163418 1825.4 0.85786053
1.29163418 1831.4 0.86659492
1.29163418 1837.5 0.87533179
1.29163418 1843.5 0.88406990
1.29163418 1849.5 0.89280804
1.29163418 1855.5 0.90154501
1.29163418 1861.5 0.91027960
1.29163418 1867.6 0.91901063
1.29163418 1873.6 0.92773693
1.29163418 1879.6 0.93645734
1.29163418 1885.6 0.94517071
1.29163418 1891.6 0.95387592
1.29163418 1897.7 0.96257185
1.29163418 1903.7 0.97125741
1.29163418 1909.7 0.97993403
1.29163418 1915.7 0.98859572
1.29163418 1921.7 0.99724385
1.29163418 1927.8 1.00587740
1.29163418 1933.8 1.01449536
1.29163418 1939.8 1.02309675
1.29163418 1945.8 1.03168059
1.29163418 1951.8 1.04024594
1.29163418 1957.9 1.04879187
1.29163418 1963.9 1.05731748
1.29163418 1969.9 1.06582189
1.29163418 1975.9 1.07430422
1.29163418 1981.9 1.08276363
1.29163418 1988.0 1.09119931
1.29163418 1994.0 1.09961046
1.29163418 2000.0 1.10799630
1.33126427 200.0 -0.15290436
1.33126427 206.0 -0.15253378
1.33126427 212.0 -0.15215190
1.33126427 218.1 -0.15175868
1.33126427 224.1 -0.15135410
1.33126427 230.1 -0.15093812
1.33126427 236.1 -0.15051071
1.33126427 242.1 -0.15007185
1.33126427 248.2 -0.14962149
1.33126427 254.2 -0.14915961
1.33126427 260.2 -0.14868617
1.33126427 266.2 -0.14820113
1.33126427 272.2 -0.14770446
1.33126427 278.3 -0.14719612
1.33126427 284.3 -0.14667607
1.33126427 290.3 -0.14614427
1.33126427 296.3 -0.14560068
1.33126427 302.3 -0.14504526
1.33126427 308.4 -0.14447797
1.33126427 314.4 -0.14389876
1.33126427 320.4 -0.14330759
1.33126427 326.4 -0.14270441
1.33126427 332.4 -0.14208918
1.33126427 338.5 -0.14146185
1.33126427 344.5 -0.14082236
1.33126427 350.5 -0.14017067
1.33126427 356.5 -0.13950691
1.33126427 362.5 -0.13883050
1.33126427 368.6 -0.13814190
1.33126427 374.6 -0.13744089
1.33126427 380.6 -0.13672741
1.33126427 386.6 -0.13600141
1.33126427 392.6 -0.13526283
1.33126427 398.7 -0.13451161
1.33126427 404.7 -0.13374768
1.33126427 410.7 -0.13297100
1.33126427 416.7 -0.13218149
1.33126427 422.7 -0.13137909
1.33126427 428.8 -0.13056374
1.33126427 434.8 -0.12973537
1.33126427 440.8 -0.12889391
1.33126427 446.8 -0.12804409
1.33126427 452.8 -0.12717146
1.33126427 458.9 -0.12629032
1.33126427 464.9 -0.12539581
1.33126427 470.9 -0.12448785
1.33126427 476.9 -0.12356638
1.33126427 482.9 -0.12263130
1.33126427 489.0 -0.12168255
1.33126427 495.0 -0.12072004
1.33126427 501.0 -0.11974370
1.33126427 507.0 -0.11875343
1.33126427 513.0 -0.11774916
1.33126427 519.1 -0.11673080
1.33126427 525.1 -0.11569826
1.33126427 531.1 -0.11465146
1.33126427 537.1 -0.11359029
1.33126427 543.1 -0.11251468
1.33126427 549.2 -0.11142453
1.33126427 555.2 -0.11031973
1.33126427 561.2 -0.10920020
1.33126427 567.2 -0.10806583
1.33126427 573.2 -0.10691653
1.33126427 579.3 -0.10575220
1.33126427 585.3 -0.10457272
1.33126427 591.3 -0.10337800
1.33126427 597.3 -0.10216792
1.33126427 603.3 -0.10094238
1.33126427 609.4 -0.09970126
1.33126427 615.4 -0.09844446
1.33126427 621.4 -0.09717185
1.33126427 627.4 -0.09588333
1.33126427 633.4 -0.09457876
1.33126427 639.5 -0.09325804
1.33126427 645.5 -0.09192103
1.33126427 651.5 -0.09056762
1.33126427 657.5 -0.08919767
1.33126427 663.5 -0.08781106
1.33126427 669.6 -0.08640766
1.33126427 675.6 -0.08498732
1.33126427 681.6 -0.08355028
1.33126427 687.6 -0.08209532
1.33126427 693.6 -0.08062338
1.33126427 699.7 -0.07913395
1.33126427 705.7 -0.07762689
1.33126427 711.7 -0.07610205
1.33126427 717.7 -0.07455929
1.33126427 723.7 -0.07299845
1.33126427 729.8 -0.07141937
1.33126427 735.8 -0.06982191
1.33126427 741.8 -0.06820589
1.33126427 747.8 -0.06657116
1.33126427 753.8 -0.06491755
1.33126427 759.9 -0.06324490
1.33126427 765.9 -0.06155303
1.33126427 771.9 -0.05984177
1.33126427 777.9 -0.05811095
1.33126427 783.9 -0.05636038
1.33126427 790.0 -0.05458989
1.33126427 796.0 -0.05279929
1.33126427 802.0 -0.05098840
1.33126427 808.0 -0.04915702
1.33126427 814.0 -0.04730496
1.33126427 820.1 -0.04543202
1.33126427 826.1 -0.04353801
1.33126427 832.1 -0.04162272
1.33126427 838.1 -0.03968595
1.33126427 844.1 -0.03772749
1.33126427 850.2 -0.03574712
1.33126427 856.2 -0.03374464
1.33126427 862.2 -0.03171981
1.33126427 868.2 -0.02967243
1.33126427 874.2 -0.02760226
1.33126427 880.3 -0.02550908
1.33126427 886.3 -0.02339265
1.33126427 892.3 -0.02125274
1.33126427 898.3 -0.01908911
1.33126427 904.3 -0.01690152
1.33126427 910.4 -0.01468972
1.33126427 916.4 -0.01245345
1.33126427 922.4 -0.01019248
1.33126427 928.4 -0.00790653
1.33126427 934.4 -0.00559535
1.33126427 940.5 -0.00325868
1.33126427 946.5 -0.00089624
1.33126427 952.5 0.00149224
1.33126427 958.5 0.00390703
1.33126427 964.5 0.00634841
1.33126427 970.6 0.00881667
1.33126427 976.6 0.01131209
1.33126427 982.6 0.01383496
1.33126427 988.6 0.01638559
1.33126427 994.6 0.01896426
1.33126427 1000.7 0.02157129
1.33126427 1006.7 0.02420697
1.33126427 1012.7 0.02687162
1.33126427 1018.7 0.02956555
1.33126427 1024.7 0.03228908
1.33126427 1030.8 0.03504253
1.33126427 1036.8 0.03782623
1.33126427 1042.8 0.04064050
1.33126427 1048.8 0.04348568
1.33126427 1054.8 0.04636211
1.33126427 1060.9 0.04927012
1.33126427 1066.9 0.05221005
1.33126427 1072.9 0.05518226
1.33126427 1078.9 0.05818709
1.33126427 1084.9 0.06122490
1.33126427 1091.0 0.06429604
1.33126427 1097.0 0.06740088
1.33126427 1103.0 0.07053977
1.33126427 1109.0 0.07371307
1.33126427 1115.1 0.07692117
1.33126427 1121.1 0.08016443
1.33126427 1127.1 0.08344321
1.33126427 1133.1 0.08675791
1.33126427 1139.1 0.09010889
1.33126427 1145.2 0.09349653
1.33126427 1151.2 0.09692122
1.33126427 1157.2 0.10038334
1.33126427 1163.2 0.10388328
1.33126427 1169.2 0.10742141
1.33126427 1175.3 0.11099813
1.33126427 1181.3 0.11461383
1.33126427 1187.3 0.11826889
1.33126427 1193.3 0.12196370
1.33126427 1199.3 0.12569865
1.33126427 1205.4 0.12947413
1.33126427 1211.4 0.13329052
1.33126427 1217.4 0.13714822
1.33126427 1223.4 0.14104762
1.33126427 1229.4 0.14498908
1.33126427 1235.5 0.14897299
1.33126427 1241.5 0.15299975
1.33126427 1247.5 0.15706973
1.33126427 1253.5 0.16118329
1.33126427 1259.5 0.16534082
1.33126427 1265.6 0.16954268
1.33126427 1271.6 0.17378924
1.33126427 1277.6 0.17808086
1.33126427 1283.6 0.18241788
1.33126427 1289.6 0.18680067
1.33126427 1295.7 0.19122957
1.33126427 1301.7 0.19570491
1.33126427 1307.7 0.20022703
1.33126427 1313.7 0.20479625
1.33126427 1319.7 0.20941289
1.33126427 1325.8 0.21407725
1.33126427 1331.8 0.21878965
1.33126427 1337.8 0.22355036
1.33126427 1343.8 0.22835967
1.33126427 1349.8 0.23321785
1.33126427 1355.9 0.23812517
1.33126427 1361.9 0.24308187
1.33126427 1367.9 0.24808820
1.33126427 1373.9 0.25314437
1.33126427 1379.9 0.25825061
1.33126427 1386.0 0.26340712
1.33126427 1392.0 0.26861407
1.33126427 1398.0 0.27387165
1.33126427 1404.0 0.27918001
1.33126427 1410.0 0.28453929
1.33126427 1416.1 0.28994963
1.33126427 1422.1 0.29541114
1.33126427 1428.1 0.30092391
1.33126427 1434.1 0.30648801
1.33126427 1440.1 0.31210351
1.33126427 1446.2 0.31777045
1.33126427 1452.2 0.32348885
1.33126427 1458.2 0.32925872
1.33126427 1464.2 0.33508004
1.33126427 1470.2 0.34095278
1.33126427 1476.3 0.34687688
1.33126427 1482.3 0.35285227
1.33126427 1488.3 0.35887885
1.33126427 1494.3 0.36495650
1.33126427 1500.3 0.37108508
1.33126427 1506.4 0.37726444
1.33126427 1512.4 0.38349439
1.33126427 1518.4 0.38977473
1.33126427 1524.4 0.39610522
1.33126427 1530.4 0.40248562
1.33126427 1536.5 0.40891564
1.33126427 1542.5 0.41539501
1.33126427 1548.5 0.42192339
1.33126427 1554.5 0.42850043
1.33126427 1560.5 0.43512579
1.33126427 1566.6 0.44179905
1.33126427 1572.6 0.44851982
1.33126427 1578.6 0.45528765
1.33126427 1584.6 0.46210208
1.33126427 1590.6 0.46896263
1.33126427 1596.7 0.47586879
1.33126427 1602.7 0.48282004
1.33126427 1608.7 0.48981581
1.33126427 1614.7 0.49685553
1.33126427 1620.7 0.50393861
1.33126427 1626.8 0.51106442
1.33126427 1632.8 0.51823232
1.33126427 1638.8 0.52544165
1.33126427 1644.8 0.53269173
1.33126427 1650.8 0.53998184
1.33126427 1656.9 0.54731127
1.33126427 1662.9 0.55467927
1.33126427 1668.9 0.56208506
1.33126427 1674.9 0.56952788
1.33126427 1680.9 0.57700691
1.33126427 1687.0 0.58452133
1.33126427 1693.0 0.59207031
1.33126427 1699.0 0.59965299
1.33126427 1705.0 0.60726851
1.33126427 1711.0 0.61491597
1.33126427 1717.1 0.62259447
1.33126427 1723.1 0.63030310
1.33126427 1729.1 0.63804094
1.33126427 1735.1 0.64580703
1.33126427 1741.1 0.65360043
1.33126427 1747.2 0.66142017
1.33126427 1753.2 0.66926536
1.33126427 1759.2 0.67713484
1.33126427 1765.2 0.68502771
1.33126427 1771.2 0.69294296
1.33126427 1777.3 0.70087959
1.33126427 1783.3 0.70883657
1.33126427 1789.3 0.71681284
1.33126427 1795.3 0.72480747
1.33126427 1801.3 0.73281938
1.33126427 1807.4 0.74084752
1.33126427 1813.4 0.74889087
1.33126427 1819.4 0.75694838
1.33126427 1825.4 0.76501901
1.33126427 1831.4 0.77310172
1.33126427 1837.5 0.78119546
1.33126427 1843.5 0.78929919
1.33126427 1849.5 0.79741188
1.33126427 1855.5 0.80553249
1.33126427 1861.5 0.81365999
1.33126427 1867.6 0.82179335
1.33126427 1873.6 0.82993154
1.33126427 1879.6 0.83807354
1.33126427 1885.6 0.84621835
1.33126427 1891.6 0.85436495
1.33126427 1897.7 0.86251235
1.33126427 1903.7 0.87065956
1.33126427 1909.7 0.87880559
1.33126427 1915.7 0.88694947
1.33126427 1921.7 0.89509025
1.33126427 1927.8 0.90322695
1.33126427 1933.8 0.91135865
1.33126427 1939.8 0.91948441
1.33126427 1945.8 0.92760332
1.33126427 1951.8 0.93571446
1.33126427 1957.9 0.94381694
1.33126427 1963.9 0.95190989
1.33126427 1969.9 0.95999243
1.33126427 1975.9 0.96806370
1.33126427 1981.9 0.97612288
1.33126427 1988.0 0.98416913
1.33126427 1994.0 0.99220165
1.33126427 2000.0 1.00021963
1.37089436 200.0 -0.15910720
1.37089436 206.0 -0.15875074
1.37089436 212.0 -0.15838342
1.37089436 218.1 -0.15800522
1.37089436 224.1 -0.15761612
1.37089436 230.1 -0.15721609
1.37089436 236.1 -0.15680510
1.37089436 242.1 -0.15638312
1.37089436 248.2 -0.15595013
1.37089436 254.2 -0.15550609
1.37089436 260.2 -0.15505097
1.37089436 266.2 -0.15458474
1.37089436 272.2 -0.15410737
1.37089436 278.3 -0.15361883
1.37089436 284.3 -0.15311908
1.37089436 290.3 -0.15260808
1.37089436 296.3 -0.15208581
1.37089436 302.3 -0.15155222
1.37089436 308.4 -0.15100727
1.37089436 314.4 -0.15045093
1.37089436 320.4 -0.14988316
1.37089436 326.4 -0.14930392
1.37089436 332.4 -0.14871316
1.37089436 338.5 -0.14811085
1.37089436 344.5 -0.14749694
1.37089436 350.5 -0.14687139
1.37089436 356.5 -0.14623414
1.37089436 362.5 -0.14558517
1.37089436 368.6 -0.14492442
1.37089436 374.6 -0.14425183
1.37089436 380.6 -0.14356737
1.37089436 386.6 -0.14287098
1.37089436 392.6 -0.14216262
1.37089436 398.7 -0.14144223
1.37089436 404.7 -0.14070975
1.37089436 410.7 -0.13996514
1.37089436 416.7 -0.13920833
1.37089436 422.7 -0.13843928
1.37089436 428.8 -0.13765793
1.37089436 434.8 -0.13686421
1.37089436 440.8 -0.13606319
1.37089436 446.8 -0.13523945
1.37089436 452.8 -0.13440828
1.37089436 458.9 -0.13356451
1.37089436 464.9 -0.13270807
1.37089436 470.9 -0.13183890
1.37089436 476.9 -0.13095692
1.37089436 482.9 -0.13006208
1.37089436 489.0 -0.12915430
1.37089436 495.0 -0.12823351
1.37089436 501.0 -0.12729965
1.37089436 507.0 -0.12635264
1.37089436 513.0 -0.12539240
1.37089436 519.1 -0.12441887
1.37089436 525.1 -0.12343196
1.37089436 531.1 -0.12243160
1.37089436 537.1 -0.12141772
1.37089436 543.1 -0.12039022
1.37089436 549.2 -0.11934903
1.37089436 555.2 -0.11829407
1.37089436 561.2 -0.11722525
1.37089436 567.2 -0.11614249
1.37089436 573.2 -0.11504569
1.37089436 579.3 -0.11393478
1.37089436 585.3 -0.11280966
1.37089436 591.3 -0.11167024
1.37089436 597.3 -0.11051642
1.37089436 603.3 -0.10934812
1.37089436 609.4 -0.10816524
1.37089436 615.4 -0.10696767
1.37089436 621.4 -0.10575532
1.37089436 627.4 -0.10452809
1.37089436 633.4 -0.10328588
1.37089436 639.5 -0.10202858
1.37089436 645.5 -0.10075608
1.37089436 651.5 -0.09946829
1.37089436 657.5 -0.09816508
1.37089436 663.5 -0.09684635
1.37089436 669.6 -0.09551199
1.37089436 675.6 -0.09416188
1.37089436 681.6 -0.09279590
1.37089436 687.6 -0.09141431
1.37089436 693.6 -0.09001588
1.37089436 699.7 -0.08860160
1.37089436 705.7 -0.08717096
1.37089436 711.7 -0.08572385
1.37089436 717.7 -0.08426014
1.37089436 723.7 -0.08277969
1.37089436 729.8 -0.08128238
1.37089436 735.8 -0.07976807
1.37089436 741.8 -0.07823663
1.37089436 747.8 -0.07668791
1.37089436 753.8 -0.07512179
1.37089436 759.9 -0.07353810
1.37089436 765.9 -0.07193672
1.37089436 771.9 -0.07031749
1.37089436 777.9 -0.06868027
1.37089436 783.9 -0.06702490
1.37089436 790.0 -0.06535123
1.37089436 796.0 -0.06365910
1.37089436 802.0 -0.06194836
1.37089436 808.0 -0.06021885
1.37089436 814.0 -0.05847040
1.37089436 820.1 -0.05670284
1.37089436 826.1 -0.05491601
1.37089436 832.1 -0.05310974
1.37089436 838.1 -0.05128385
1.37089436 844.1 -0.04943818
1.37089436 850.2 -0.04757253
1.37089436 856.2 -0.04568674
1.37089436 862.2 -0.04378061
1.37089436 868.2 -0.04185396
1.37089436 874.2 -0.03990661
1.37089436 880.3 -0.03793836
1.37089436 886.3 -0.03594901
1.37089436 892.3 -0.03393837
1.37089436 898.3 -0.03190624
1.37089436 904.3 -0.02985242
1.37089436 910.4 -0.02777670
1.37089436 916.4 -0.02567888
1.37089436 922.4 -0.02355873
1.37089436 928.4 -0.02141605
1.37089436 934.4 -0.01925063
1.37089436 940.5 -0.01706223
1.37089436 946.5 -0.01485065
1.37089436 952.5 -0.01261564
1.37089436 958.5 -0.01035699
1.37089436 964.5 -0.00807447
1.37089436 970.6 -0.00576782
1.37089436 976.6 -0.00343683
1.37089436 982.6 -0.00108125
1.37089436 988.6 0.00129917
1.37089436 994.6 0.00370467
1.37089436 1000.7 0.00613550
1.37089436 1006.7 0.00859192
1.37089436 1012.7 0.01107418
1.37089436 1018.7 0.01358253
1.37089436 1024.7 0.01611725
1.37089436 1030.8 0.01867859
1.37089436 1036.8 0.02126682
1.37089436 1042.8 0.02388222
1.37089436 1048.8 0.02652505
1.37089436 1054.8 0.02919559
1.37089436 1060.9 0.03189412
1.37089436 1066.9 0.03462093
1.37089436 1072.9 0.03737629
1.37089436 1078.9 0.04016050
1.37089436 1084.9 0.04297384
1.37089436 1091.0 0.04581660
1.37089436 1097.0 0.04868908
1.37089436 1103.0 0.05159158
1.37089436 1109.0 0.05452439
1.37089436 1115.1 0.05748781
1.37089436 1121.1 0.06048216
1.37089436 1127.1 0.06350773
1.37089436 1133.1 0.06656483
1.37089436 1139.1 0.06965378
1.37089436 1145.2 0.07277487
1.37089436 1151.2 0.07592843
1.37089436 1157.2 0.07911477
1.37089436 1163.2 0.08233420
1.37089436 1169.2 0.08558703
1.37089436 1175.3 0.08887360
1.37089436 1181.3 0.09219420
1.37089436 1187.3 0.09554918
1.37089436 1193.3 0.09893883
1.37089436 1199.3 0.10236348
1.37089436 1205.4 0.10582346
1.37089436 1211.4 0.10931907
1.37089436 1217.4 0.11285065
1.37089436 1223.4 0.11641850
1.37089436 1229.4 0.12002295
1.37089436 1235.5 0.12366431
1.37089436 1241.5 0.12734290
1.37089436 1247.5 0.13105903
1.37089436 1253.5 0.13481302
1.37089436 1259.5 0.13860517
1.37089436 1265.6 0.14243580
1.37089436 1271.6 0.14630521
1.37089436 1277.6 0.15021370
1.37089436 1283.6 0.15416158
1.37089436 1289.6 0.15814913
1.37089436 1295.7 0.16217665
1.37089436 1301.7 0.16624444
1.37089436 1307.7 0.17035277
1.37089436 1313.7 0.17450192
1.37089436 1319.7 0.17869217
1.37089436 1325.8 0.18292378
1.37089436 1331.8 0.18719703
1.37089436 1337.8 0.19151216
1.37089436 1343.8 0.19586943
1.37089436 1349.8 0.20026908
1.37089436 1355.9 0.20471135
1.37089436 1361.9 0.20919647
1.37089436 1367.9 0.21372465
1.37089436 1373.9 0.21829612
1.37089436 1379.9 0.22291107
1.37089436 1386.0 0.22756970
1.37089436 1392.0 0.23227219
1.37089436 1398.0 0.23701873
1.37089436 1404.0 0.24180948
1.37089436 1410.0 0.24664458
1.37089436 1416.1 0.25152420
1.37089436 1422.1 0.25644845
1.37089436 1428.1 0.26141746
1.37089436 1434.1 0.26643134
1.37089436 1440.1 0.27149019
1.37089436 1446.2 0.27659408
1.37089436 1452.2 0.28174310
1.37089436 1458.2 0.28693729
1.37089436 1464.2 0.29217670
1.37089436 1470.2 0.29746136
1.37089436 1476.3 0.30279128
1.37089436 1482.3 0.30816647
1.37089436 1488.3 0.31358691
1.37089436 1494.3 0.31905256
1.37089436 1500.3 0.32456338
1.37089436 1506.4 0.33011931
1.37089436 1512.4 0.33572027
1.37089436 1518.4 0.34136616
1.37089436 1524.4 0.34705688
1.37089436 1530.4 0.35279228
1.37089436 1536.5 0.35857224
1.37089436 1542.5 0.36439658
1.37089436 1548.5 0.37026513
1.37089436 1554.5 0.37617768
1.37089436 1560.5 0.38213403
1.37089436 1566.6 0.38813393
1.37089436 1572.6 0.39417713
1.37089436 1578.6 0.40026369
1.37089436 1584.6 0.40639267
1.37089436 1590.6 0.41256378
1.37089436 1596.7 0.41877733
1.37089436 1602.7 0.42503266
1.37089436 1608.7 0.43132939
1.37089436 1614.7 0.43766716
1.37089436 1620.7 0.44404557
1.37089436 1626.8 0.45046421
1.37089436 1632.8 0.45692265
1.37089436 1638.8 0.46342041
1.37089436 1644.8 0.46995707
1.37089436 1650.8 0.47653211
1.37089436 1656.9 0.48314505
1.37089436 1662.9 0.48979536
1.37089436 1668.9 0.49648250
1.37089436 1674.9 0.50320593
1.37089436 1680.9 0.50996508
1.37089436 1687.0 0.51675935
1.37089436 1693.0 0.52358816
1.37089436 1699.0 0.53045089
1.37089436 1705.0 0.53734691
1.37089436 1711.0 0.54427557
1.37089436 1717.1 0.55123622
1.37089436 1723.1 0.55822818
1.37089436 1729.1 0.56525077
1.37089436 1735.1 0.57230329
1.37089436 1741.1 0.57938502
1.37089436 1747.2 0.58649525
1.37089436 1753.2 0.59363324
1.37089436 1759.2 0.60079825
1.37089436 1765.2 0.60798952
1.37089436 1771.2 0.61520628
1.37089436 1777.3 0.62244775
1.37089436 1783.3 0.62971316
1.37089436 1789.3 0.63700171
1.37089436 1795.3 0.64431260
1.37089436 1801.3 0.65164502
1.37089436 1807.4 0.65899816
1.37089436 1813.4 0.66637118
1.37089436 1819.4 0.67376328
1.37089436 1825.4 0.68117361
1.37089436 1831.4 0.68860134
1.37089436 1837.5 0.69604563
1.37089436 1843.5 0.70350563
1.37089436 1849.5 0.71098049
1.37089436 1855.5 0.71846938
1.37089436 1861.5 0.72597143
1.37089436 1867.6 0.73348579
1.37089436 1873.6 0.74101162
1.37089436 1879.6 0.74854805
1.37089436 1885.6 0.75609425
1.37089436 1891.6 0.76364934
1.37089436 1897.7 0.77121250
1.37089436 1903.7 0.77878287
1.37089436 1909.7 0.78635960
1.37089436 1915.7 0.79394185
1.37089436 1921.7 0.80152879
1.37089436 1927.8 0.80911958
1.37089436 1933.8 0.81671340
1.37089436 1939.8 0.82430942
1.37089436 1945.8 0.83190682
1.37089436 1951.8 0.83950479
1.37089436 1957.9 0.84710252
1.37089436 1963.9 0.85469922
1.37089436 1969.9 0.86229410
1.37089436 1975.9 0.86988636
1.37089436 1981.9 0.87747524
1.37089436 1988.0 0.88505997
1.37089436 1994.0 0.89263979
1.37089436 2000.0 0.90021395
1.41052446 200.0 -0.16551477
1.41052446 206.0 -0.16517184
1.41052446 212.0 -0.16481849
1.41052446 218.1 -0.16445469
1.41052446 224.1 -0.16408043
1.41052446 230.1 -0.16369568
1.41052446 236.1 -0.16330041
1.41052446 242.1 -0.16289461
1.41052446 248.2 -0.16247824
1.41052446 254.2 -0.16205128
1.41052446 260.2 -0.16161371
1.41052446 266.2 -0.16116548
1.41052446 272.2 -0.16070657
1.41052446 278.3 -0.16023697
1.41052446 284.3 -0.15975663
1.41052446 290.3 -0.15926552
1.41052446 296.3 -0.15876361
1.41052446 302.3 -0.15825087
1.41052446 308.4 -0.15772727
1.41052446 314.4 -0.15719278
1.41052446 320.4 -0.15664735
1.41052446 326.4 -0.15609095
1.41052446 332.4 -0.15552355
1.41052446 338.5 -0.15494510
1.41052446 344.5 -0.15435558
1.41052446 350.5 -0.15375494
1.41052446 356.5 -0.15314314
1.41052446 362.5 -0.15252014
